 planet number, system id,  a [AU],   M [Mearth],  R [Rearth],  ecc,   inc,  stellar [Fe/H]      
            678              38     0.85633E-01     0.90039         0.93028         0.28151E-05      0.0000        -0.22555    
            679              38     0.21581          1.6322          1.1181         0.16616E-01      0.0000        -0.22555    
            680              38      14.627         0.23605         0.88214         0.28108E-04     0.64360E-03    -0.22555    
            681              38     0.40476         0.63240         0.84489         0.91019E-06      0.0000        -0.22555    
            682              38     0.13594         0.43426         0.74288         0.36631E-01      0.0000        -0.22555    
            683              38      24.476         0.14582         0.77221         0.56420E-04     0.58300E-03    -0.22555    
            684              38      2.3203          1.2552          1.7507         0.60185E-04     0.26707E-04    -0.22555    
            685              38     0.15418         0.42435         0.73747         0.12821E-04      0.0000        -0.22555    
            686              38     0.11964         0.53077         0.79054         0.72340E-05      0.0000        -0.22555    
            687              38      22.722         0.15617         0.80737         0.36681E-04     0.43745E-02    -0.22555    
            688              38      10.531         0.35148          1.0166         0.45961E-02     0.33688E-02    -0.22555    
            689              38      1.4203          1.9567          2.2912         0.13057E-03     0.66640E-07    -0.22555    
            690              38      3.6835          5.9790          3.6416         0.17905E-01     0.66607E-05    -0.22555    
            691              38     0.60509          2.1964          2.0744         0.11444E-03      0.0000        -0.22555    
            692              38     0.96577          7.9226          5.0955         0.93791E-03      0.0000        -0.22555    
            693              39      29.022         0.13332         0.80583         0.84412E-04     0.82405E-02    -0.32012    
            694              39     0.12034         0.90811         0.93246         0.22336E-04      0.0000        -0.32012    
            695              39     0.69661          15.518          7.2880         0.11314E-01     0.49422E-07    -0.32012    
            696              39      35.468         0.11804         0.87793         0.11064E-03     0.20452E-02    -0.32012    
            697              39     0.70288E-01     0.41736         0.73459         0.18458E-02      0.0000        -0.32012    
            698              39      2.2763          1.0662          1.6079         0.31980E-04     0.24290E-05    -0.32012    
            699              39     0.84936E-01     0.41065         0.73068         0.10974E-04      0.0000        -0.32012    
            700              39      11.632         0.47897          1.2088         0.32678E-04     0.20173E-02    -0.32012    
            701              39     0.17407          1.2264          1.0262         0.33358E-04     0.51619E-07    -0.32012    
            702              39     0.27634          2.9412          2.3323         0.16767E-01     0.47122E-07    -0.32012    
            703              39     0.51965E-01     0.37680         0.72046         0.83613E-05      0.0000        -0.32012    
            704              39      5.4361          4.2410          2.5566         0.28688E-04     0.37707E-03    -0.32012    
            705              39     0.67796E-01     0.16058         0.54314         0.47133E-02      0.0000        -0.32012    
            706              39      24.948         0.15121         0.79402         0.81957E-04     0.25771E-02    -0.32012    
            707              39     0.11509         0.23772         0.61496         0.32827E-04      0.0000        -0.32012    
            708              39     0.43876          2.6745          2.7646         0.33623E-01     0.49422E-07    -0.32012    
            709              39     0.19505         0.45898         0.76378         0.89526E-04     0.14901E-07    -0.32012    
            710              40     0.20115E-01     0.83143         0.91804         0.24551E-02     0.37948E-03    -0.27968E-01
            711              40      23.528         0.95835          1.4210         0.44286E-02     0.18356E-02    -0.27968E-01
            712              40     0.32763E-01      7.5211          1.7207         0.10003E-02     0.28945E-04    -0.27968E-01
            713              40     0.67086          1683.9          12.007         0.22845E-01     0.21228E-04    -0.27968E-01
            714              40      1.6981          1.1581          2.6833         0.43386E-02     0.15115E-04    -0.27968E-01
            715              40      28.916         0.53956          1.1917         0.14500E-01     0.74594E-02    -0.27968E-01
            716              40     0.20761          874.30          12.205         0.70773E-01     0.14204E-04    -0.27968E-01
            717              41     0.27671E-01     0.34542         0.73985         0.45513E-03     0.22904E-05     0.23033    
            718              41     0.12438          1.0963         0.98740         0.48123E-03     0.12415E-05     0.23033    
            719              41     0.20593          12.112          3.5635         0.38106E-03     0.47637E-06     0.23033    
            720              41      16.820          1.0758          1.4528         0.87239E-02     0.52283E-02     0.23033    
            721              41      2.5475          684.84          11.838         0.26102         0.80134E-06     0.23033    
            722              41     0.39326          612.03          11.904         0.86492E-02     0.49083E-06     0.23033    
            723              41      1.2219          1087.9          12.029         0.18018E-01     0.80632E-06     0.23033    
            724              41      9.0120          26.414          5.6781         0.66747E-01     0.74475E-04     0.23033    
            725              41      17.977          1.0567          1.4314         0.29172E-02     0.99273E-03     0.23033    
            726              41      19.457          1.0399          1.4032         0.87375E-03     0.45876E-02     0.23033    
            727              41     0.43904E-01      3.3483          1.3727         0.97681E-02     0.24986E-05     0.23033    
            728              41     0.69774E-01      1.9188          1.1678         0.45715E-02     0.17245E-05     0.23033    
            729              41      26.380         0.41760          1.0801         0.15868E-02     0.28793E-02     0.23033    
            730              41      38.380         0.23544          1.0154         0.18789E-02     0.40456E-02     0.23033    
            731              41      5.5728          250.13          10.994         0.76942E-01     0.50067E-05     0.23033    
            732              42     0.76495E-01     0.37756         0.71036         0.16157E-01      0.0000         0.14202    
            733              42     0.46273          1.4566          1.5301         0.12772E-03      0.0000         0.14202    
            734              42     0.96743E-01     0.40557         0.72756         0.56731E-05      0.0000         0.14202    
            735              42      1.1063          1.9982          2.1141         0.69038E-04     0.12573E-05     0.14202    
            736              42     0.12143         0.35170         0.69605         0.15855E-01      0.0000         0.14202    
            737              42     0.14946         0.94601         0.94457         0.23271E-04      0.0000         0.14202    
            738              42      32.480         0.10546          1.1585         0.94015E-04     0.99350E-04     0.14202    
            739              42     0.76966          3.3023          3.1622         0.17247E-05     0.21073E-07     0.14202    
            740              42     0.22596          2.9039          2.1887         0.28111E-04      0.0000         0.14202    
            741              42     0.57577E-01     0.23696         0.61828         0.34019E-05      0.0000         0.14202    
            742              42      8.8739         0.65601          1.2592         0.28889E-04     0.86650E-02     0.14202    
            743              42     0.91396E-01     0.45608         0.75461         0.14685E-01      0.0000         0.14202    
            744              42      1.7639          12.218          5.8384         0.55637E-03     0.24349E-06     0.14202    
            745              42      11.168         0.43529          1.1330         0.46753E-04     0.11451E-02     0.14202    
            746              42     0.13967         0.48654         0.76923         0.52075E-03      0.0000         0.14202    
            747              42     0.28571          1.6961          1.4894         0.20947E-04      0.0000         0.14202    
            748              42     0.48185E-01     0.16782         0.58748         0.33258E-05      0.0000         0.14202    
            749              42      13.638         0.28451         0.98848         0.68201E-04     0.61024E-02     0.14202    
            750              42      23.116         0.11842         0.82174         0.89639E-04     0.77282E-02     0.14202    
            751              42      8.2636         0.82742          1.4209         0.26980E-04     0.64769E-02     0.14202    
            752              43      51.917          13562.          9.6211         0.82863         0.93524E-02     0.40190    
            753              44     0.94460E-01     0.60571         0.82429         0.24728E-01      0.0000        -0.34568    
            754              44     0.18411         0.30125         0.66610         0.60221E-05     0.14901E-07    -0.34568    
            755              44      18.877         0.18843         0.86561         0.64795E-04     0.26371E-02    -0.34568    
            756              44      38.148         0.12252          1.5532         0.86066E-04     0.94840E-02    -0.34568    
            757              44      28.604         0.13092         0.86097         0.55225E-04     0.86107E-02    -0.34568    
            758              44      12.146         0.38052          1.1036         0.16885E-04     0.82939E-02    -0.34568    
            759              44     0.37480E-01     0.13594         0.54971         0.31098E-05      0.0000        -0.34568    
            760              44      6.3469          1.5324          1.7609         0.66440E-05     0.19785E-02    -0.34568    
            761              44     0.14995          1.0108         0.96336         0.17935E-01     0.14901E-07    -0.34568    
            762              44      9.0577         0.65357          1.2821         0.10119E-01     0.29877E-02    -0.34568    
            763              44      35.749         0.13086          1.7098         0.78149E-04     0.17881E-02    -0.34568    
            764              44      20.130         0.18103         0.87305         0.52164E-04     0.63891E-02    -0.34568    
            765              44      5.5116          3.3609          2.4621         0.19315E-04     0.76048E-03    -0.34568    
            766              44     0.67714          12.947          6.6827         0.90833E-04     0.12106E-06    -0.34568    
            767              44     0.28741          2.7663          2.1568         0.17687E-04     0.25810E-07    -0.34568    
            768              44     0.47317         0.66040         0.85646         0.20530         0.49422E-07    -0.34568    
            769              44     0.16761         0.57339         0.81323         0.34021E-05     0.14901E-07    -0.34568    
            770              44     0.59505E-01     0.51585         0.78652         0.17419E-01     0.21073E-07    -0.34568    
            771              44      11.182         0.43013          1.1680         0.30407E-04     0.44409E-02    -0.34568    
            772              45     0.56428E-01     0.13627         0.54941         0.18839E-05      0.0000        -0.24261    
            773              45      1.2597          1.0912          1.4432         0.13811E-04     0.52465E-05    -0.24261    
            774              45     0.89888E-01     0.26908         0.63936         0.50732E-04     0.21073E-07    -0.24261    
            775              45     0.66389E-01     0.18373         0.56875         0.25883E-05      0.0000        -0.24261    
            776              45     0.60786         0.48091         0.77602         0.28731E-04     0.49869E-06    -0.24261    
            777              45     0.52364         0.43685         0.75196         0.49278E-05     0.13576E-06    -0.24261    
            778              45     0.27581          1.1484          1.0057         0.13879E-01     0.25810E-07    -0.24261    
            779              45      10.996         0.22032         0.89315         0.35286E-04     0.57521E-02    -0.24261    
            780              45     0.39206         0.65987         0.85419         0.16796E-04     0.44704E-07    -0.24261    
            781              45      13.992         0.18084         0.91404         0.51782E-04     0.33717E-02    -0.24261    
            782              45     0.12352         0.35475         0.69739         0.16184E-05     0.14901E-07    -0.24261    
            783              45     0.15438         0.31883         0.67403         0.74919E-05     0.14901E-07    -0.24261    
            784              45     0.72968         0.37556         0.71846         0.11326E-04     0.86293E-05    -0.24261    
            785              45      12.218         0.20292         0.89460         0.41266E-04     0.88193E-02    -0.24261    
            786              45      8.2304         0.28918         0.96918         0.30098E-04     0.52009E-02    -0.24261    
            787              45      4.0925          1.6384          1.8111         0.10522E-04     0.24167E-02    -0.24261    
            788              45      10.102         0.21679         0.88888         0.32648E-04     0.10846E-02    -0.24261    
            789              45      1.4992         0.48728          1.0506         0.10474E-04     0.78981E-04    -0.24261    
            790              45      29.748         0.11069          1.4347         0.81973E-04     0.27601E-02    -0.24261    
            791              45     0.17375         0.30643         0.66591         0.65408E-05     0.39425E-07    -0.24261    
            792              46     0.67041E-01      2.2989          1.2310         0.97866E-01     0.90757E-04    -0.88483E-01
            793              46      9.3438          4.4515          3.7460         0.94220E-02     0.26346E-04    -0.88483E-01
            794              46      2.5688          7676.3          10.565         0.42800E-01     0.28625E-04    -0.88483E-01
            795              46     0.36863E-01      6.0981          1.6267         0.22409E-01     0.75417E-04    -0.88483E-01
            796              46     0.19682          8.6346          3.0420         0.13903E-01     0.89693E-04    -0.88483E-01
            797              46     0.91286E-01      6.0731          2.3369         0.84764E-02     0.47289E-04    -0.88483E-01
            798              47     0.15021          2.1325          1.2125         0.14099E-01     0.32545E-06    -0.22423    
            799              47      34.646         0.13556         0.85924         0.18064E-03     0.78514E-02    -0.22423    
            800              47      8.3856          2.1325          1.8419         0.37869E-04     0.91652E-03    -0.22423    
            801              47      25.334         0.18608         0.84929         0.19876E-03     0.10444E-02    -0.22423    
            802              47     0.62478E-01     0.45793         0.75651         0.47780E-03     0.32749E-06    -0.22423    
            803              47     0.36850E-01     0.22782         0.64073         0.11864E-03     0.26066E-06    -0.22423    
            804              47     0.37861          2.7289          2.8628         0.16120E-02     0.28469E-06    -0.22423    
            805              47      19.557         0.27102         0.95489         0.32387E-03     0.51176E-03    -0.22423    
            806              47      6.3004          6.4772          2.9066         0.75713E-04     0.24325E-03    -0.22423    
            807              47     0.64411          328.53          11.794         0.19340E-02     0.30647E-06    -0.22423    
            808              47      15.207         0.38005          1.0368         0.42504E-04     0.61513E-02    -0.22423    
            809              47      12.372         0.51250          1.1269         0.15318E-02     0.39139E-02    -0.22423    
            810              47     0.23840          3.4236          2.7292         0.12566E-01     0.34978E-06    -0.22423    
            811              47     0.94541E-01      1.9859          1.1793         0.21654E-03     0.31785E-06    -0.22423    
            812              47     0.57446E-01     0.68119         0.85375         0.16631E-03     0.35231E-06    -0.22423    
            813              48     0.84475E-01     0.15747         0.53973         0.23398E-05      0.0000        -0.29320    
            814              48      1.1984         0.61728          1.0624         0.49814E-05     0.82468E-05    -0.29320    
            815              48      1.9202         0.85095          1.4743         0.88846E-04     0.14359E-03    -0.29320    
            816              48     0.16938         0.66502         0.84742         0.20518E-01      0.0000        -0.29320    
            817              48     0.13410         0.17857         0.56175         0.10784E-01      0.0000        -0.29320    
            818              48     0.67214E-01     0.28986         0.65743         0.30997E-05      0.0000        -0.29320    
            819              48     0.94775E-01     0.15060         0.53217         0.33389E-05      0.0000        -0.29320    
            820              48     0.26889         0.78988         0.90157         0.16297E-01      0.0000        -0.29320    
            821              48     0.21492         0.53744         0.79624         0.23953E-04      0.0000        -0.29320    
            822              48      2.4016          1.1271          2.0204         0.25202E-04     0.12376E-03    -0.29320    
            823              48      30.370         0.11750          1.6639         0.74446E-04     0.28473E-02    -0.29320    
            824              48      28.918         0.12119          1.7974         0.74058E-04     0.62522E-02    -0.29320    
            825              48     0.90257         0.83796          1.3326         0.38430E-05     0.98843E-07    -0.29320    
            826              48     0.42964          1.7765          2.0459         0.16192E-03      0.0000        -0.29320    
            827              48      2.5922          2.1708          2.7383         0.11285E-04     0.15241E-04    -0.29320    
            828              48     0.10670         0.33439         0.68480         0.26872E-01      0.0000        -0.29320    
            829              48      20.476         0.13517         0.86103         0.57775E-04     0.26063E-03    -0.29320    
            830              48      34.697         0.10956          1.3672         0.91050E-04     0.65586E-02    -0.29320    
            831              48      5.9517          1.0204          1.5736         0.18646E-05     0.21583E-02    -0.29320    
            832              48      1.4732         0.71522          1.6981         0.20441E-03     0.16357E-04    -0.29320    
            833              49     0.38099E-01     0.86907         0.98023         0.13890E-01     0.13476E-05     0.45959    
            834              49     0.20063          2.9017          1.8497         0.36780E-01     0.26734E-04     0.45959    
            835              49     0.45836E-01      4.6323          1.5014         0.12706E-01     0.25846E-05     0.45959    
            836              49      15.673          4.5070          2.8828         0.32186E-02     0.11606E-03     0.45959    
            837              49      1.2080          1810.4          11.270         0.10781         0.30683E-06     0.45959    
            838              49      26.169          1.4014          1.8840         0.91996E-02     0.12335E-02     0.45959    
            839              49      24.550          1.2961          1.9063         0.16373E-02     0.13215E-02     0.45959    
            840              49     0.60220E-01      3.0021          1.3308         0.39111E-01     0.26740E-05     0.45959    
            841              49     0.73787E-01      6.8444          2.0005         0.15720E-01     0.26157E-05     0.45959    
            842              49      39.208         0.42785          1.1939         0.75134E-02     0.23348E-02     0.45959    
            843              49      3.8437          3707.3          11.370         0.88506E-01     0.21428E-05     0.45959    
            844              49      19.213          2.4324          2.4070         0.30308E-02     0.71631E-03     0.45959    
            845              50     0.60995E-01     0.14885         0.55737         0.28699E-05      0.0000        -0.18598    
            846              50     0.23577         0.24558         0.62123         0.10922E-04     0.84294E-07    -0.18598    
            847              50     0.36990         0.23738         0.61939         0.30477E-04     0.20738E-05    -0.18598    
            848              50     0.26036         0.69566         0.86322         0.14398E-04     0.21073E-07    -0.18598    
            849              50     0.37903         0.39605         0.72884         0.19961E-04     0.37932E-06    -0.18598    
            850              50     0.69419E-01     0.16032         0.53970         0.30944E-05      0.0000        -0.18598    
            851              50     0.96826E-01     0.29537         0.65857         0.14316E-01      0.0000        -0.18598    
            852              50     0.56200E-01     0.13452         0.54715         0.24570E-05      0.0000        -0.18598    
            853              50      20.107         0.12152         0.83172         0.74818E-04     0.81554E-02    -0.18598    
            854              50      9.2333         0.31244          1.0231         0.37172E-04     0.16507E-02    -0.18598    
            855              50     0.18358         0.60948         0.82484         0.63379E-05      0.0000        -0.18598    
            856              50      1.4923         0.99730          1.3956         0.31526E-03     0.16783E-03    -0.18598    
            857              50      4.1270          1.4507          2.0251         0.23127E-05     0.19075E-02    -0.18598    
            858              50      1.9027         0.78518          1.3513         0.88776E-05     0.73628E-03    -0.18598    
            859              50      25.074         0.12036          1.8085         0.79375E-04     0.59069E-03    -0.18598    
            860              50     0.13207         0.39736         0.72270         0.37450E-05      0.0000        -0.18598    
            861              50     0.61560          1.7193          1.7471         0.24016E-04     0.21073E-07    -0.18598    
            862              50     0.94313         0.80799          1.3076         0.57496E-04     0.48118E-05    -0.18598    
            863              50      17.345         0.14773         0.88550         0.66510E-04     0.87054E-02    -0.18598    
            864              50      4.3948          1.1808          1.8194         0.54890E-05     0.46503E-03    -0.18598    
            865              51     0.12904         0.67626         0.85201         0.15868E-04      0.0000        -0.21251    
            866              51      13.705         0.21785         0.94676         0.14600E-03     0.19404E-02    -0.21251    
            867              51     0.20486         0.76170         0.88484         0.64851E-02      0.0000        -0.21251    
            868              51      8.6614         0.37033          1.0671         0.46657E-04     0.45328E-02    -0.21251    
            869              51      1.4521          1.2396          1.5413         0.24419E-04     0.67188E-05    -0.21251    
            870              51     0.56432         0.80410          1.1117         0.37820E-04     0.59605E-07    -0.21251    
            871              51     0.68811E-01     0.22329         0.60436         0.48480E-06      0.0000        -0.21251    
            872              51      16.810         0.16689         0.91397         0.51805E-04     0.57154E-02    -0.21251    
            873              51      26.945         0.12039          1.7621         0.10202E-03     0.44412E-02    -0.21251    
            874              51      3.7978          3.0133          2.6315         0.16402E-01     0.12628E-03    -0.21251    
            875              51      6.4466         0.69801          1.3103         0.40026E-02     0.35202E-02    -0.21251    
            876              51     0.34660          1.3718          1.4676         0.14479E-01      0.0000        -0.21251    
            877              51     0.89261         0.60321          1.0893         0.28141E-03     0.17264E-05    -0.21251    
            878              51      4.5343          1.7464          2.1291         0.24881E-04     0.22481E-03    -0.21251    
            879              51      30.455         0.11146          1.4681         0.74867E-04     0.92009E-02    -0.21251    
            880              51     0.21833         0.47752         0.76890         0.16884E-04      0.0000        -0.21251    
            881              51     0.79922E-01     0.18549         0.56830         0.10720E-05      0.0000        -0.21251    
            882              51      2.3924         0.77885          1.2152         0.32034E-03     0.74275E-03    -0.21251    
            883              51      1.8095         0.73240          1.3784         0.89299E-05     0.61566E-04    -0.21251    
            884              51     0.79522         0.44302         0.75649         0.68095E-05     0.34468E-05    -0.21251    
            885              52      28.021         0.14401         0.83849         0.14050E-03     0.80756E-02     0.13322    
            886              52      5.6631          15.326          4.1712         0.79891E-04     0.95682E-04     0.13322    
            887              52     0.30471E-01     0.38604         0.73510         0.52358E-04     0.96571E-07     0.13322    
            888              52      2.1945          4.4066          4.5357         0.41761E-04     0.50620E-06     0.13322    
            889              52     0.39772E-01      1.5066          1.0881         0.72469E-04     0.78849E-07     0.13322    
            890              52     0.63205E-01      5.9371          1.6178         0.19929E-01     0.80245E-07     0.13322    
            891              52      13.907         0.51651          1.1226         0.40533E-04     0.33422E-02     0.13322    
            892              52      12.290         0.72749          1.2577         0.39398E-04     0.63536E-03     0.13322    
            893              52     0.10079          15.930          5.6756         0.16871E-02     0.77429E-07     0.13322    
            894              52     0.28386          111.54          11.038         0.65862E-03     0.86888E-07     0.13322    
            895              52     0.93997E-01      5.5985          2.3947         0.41978E-03     0.78849E-07     0.13322    
            896              52      17.041         0.34880          1.0096         0.58705E-04     0.13242E-02     0.13322    
            897              52      35.251         0.11526         0.86084         0.63793E-04     0.59536E-02     0.13322    
            898              52      1.1362          7.7367          5.6703         0.13342E-03     0.21387E-06     0.13322    
            899              53      29.720         0.14381         0.83611         0.37034E-04     0.51725E-02     0.72059E-01
            900              53      2.7485         0.59159          1.5335         0.32399E-04     0.17444E-02     0.72059E-01
            901              53     0.32749          3.8218          3.4123         0.35947E-02      0.0000         0.72059E-01
            902              53      5.1419          18.743          4.6195         0.11369E-03     0.84775E-05     0.72059E-01
            903              53      34.099         0.12459         0.83706         0.70570E-04     0.29369E-02     0.72059E-01
            904              53     0.97178E-01      13.117          5.9753         0.15242E-01      0.0000         0.72059E-01
            905              53      17.999         0.30748         0.96354         0.51648E-04     0.55813E-02     0.72059E-01
            906              53     0.60222E-01      9.8844          2.6350         0.39575E-02      0.0000         0.72059E-01
            907              53      38.459         0.11397         0.85726         0.68751E-04     0.47278E-02     0.72059E-01
            908              53     0.38419E-01      1.1265         0.99826         0.12583          0.0000         0.72059E-01
            909              53     0.34437          6.2439          4.7901         0.21587E-02      0.0000         0.72059E-01
            910              53      2.4941         0.69060          1.5029         0.25957E-04     0.63719E-03     0.72059E-01
            911              53      10.563         0.87011          1.3255         0.77440E-02     0.31966E-04     0.72059E-01
            912              53     0.23920E-01     0.59404         0.83548         0.46003E-03      0.0000         0.72059E-01
            913              54     0.36957E-01      1.3360          1.0504         0.11586E-03     0.33320E-07    -0.19943    
            914              54     0.59954          802.77          12.162         0.66849E-02     0.29802E-07    -0.19943    
            915              54     0.30507E-01     0.53424         0.80431         0.48623E-02     0.42147E-07    -0.19943    
            916              54     0.18387          689.84          12.168         0.54284E-02     0.29802E-07    -0.19943    
            917              54     0.77148E-01      8.4132          2.8255         0.14011E-01     0.33320E-07    -0.19943    
            918              54      1.2540          984.84          12.113         0.16386         0.39425E-07    -0.19943    
            919              54      26.060         0.47445          1.1487         0.11369E-02     0.70273E-02    -0.19943    
            920              54      29.057         0.37893          1.0837         0.13082E-02     0.25684E-03    -0.19943    
            921              54      2.6386          307.05          11.539         0.14805         0.36500E-07    -0.19943    
            922              54     0.48545E-01      2.1608          1.2107         0.44377E-01     0.36500E-07    -0.19943    
            923              55     0.80041          2539.0          11.672         0.11421E-01     0.41080E-06     0.13120    
            924              55     0.33204E-01      13.085          1.9793         0.51794         0.10599E-05     0.13120    
            925              55      16.367          8.0565          6.0323         0.12223E-01     0.53500E-04     0.13120    
            926              55     0.22504          164.83          10.547         0.56345E-01     0.10591E-05     0.13120    
            927              55      11.867          219.09          11.410         0.10335         0.57942E-06     0.13120    
            928              55      5.1182          9331.1          10.243         0.51928E-01     0.26864E-06     0.13120    
            929              56     0.38127         0.25397         0.63229         0.58199E-05     0.23840E-04    -0.26875    
            930              56      5.1577         0.20657         0.73650         0.36382E-04     0.30048E-02    -0.26875    
            931              56     0.64666E-01     0.11558         0.52097         0.13511E-02     0.79626E-05    -0.26875    
            932              56     0.52184         0.24391         0.62591         0.25316E-05     0.73824E-03    -0.26875    
            933              56     0.83901E-01     0.11397         0.48558         0.95478E-04     0.37956E-04    -0.26875    
            934              56     0.46192         0.27284         0.64836         0.80719E-05     0.32551E-03    -0.26875    
            935              56      2.1058         0.23316         0.61969         0.45690E-05     0.20617E-02    -0.26875    
            936              56      20.662         0.10732          1.5350         0.81286E-04     0.86502E-03    -0.26875    
            937              56     0.67822E-01     0.11474         0.51747         0.13729E-02     0.20300E-04    -0.26875    
            938              56      2.8530         0.46152          1.0025         0.60007E-05     0.41155E-02    -0.26875    
            939              56     0.94862E-01     0.14151         0.52144         0.26301E-05     0.28604E-04    -0.26875    
            940              56     0.27200         0.21862         0.59987         0.96611E-06     0.48740E-04    -0.26875    
            941              56      1.7415         0.25482         0.63744         0.41796E-05     0.12048E-02    -0.26875    
            942              56     0.79503E-01     0.13228         0.50847         0.79248E-04     0.32385E-04    -0.26875    
            943              56     0.22464         0.19945         0.58145         0.16245E-05     0.15315E-03    -0.26875    
            944              56      14.366         0.11094         0.79012         0.66321E-04     0.52097E-02    -0.26875    
            945              56      3.1268         0.43372          1.0737         0.12198E-04     0.60530E-02    -0.26875    
            946              56      1.3912         0.28049         0.65668         0.91366E-06     0.13483E-02    -0.26875    
            947              56     0.30837         0.20908         0.59252         0.23133E-05     0.35953E-03    -0.26875    
            948              56      26.258         0.10311          1.1200         0.94740E-04     0.20795E-02    -0.26875    
            949              57     0.87243E-01     0.27096         0.64059         0.91519E-03     0.96571E-07    -0.66057E-01
            950              57     0.13875         0.62339         0.83115         0.16868E-03     0.40123E-06    -0.66057E-01
            951              57     0.55286E-01     0.13829         0.55205         0.72864E-06     0.10950E-06    -0.66057E-01
            952              57     0.44222          1.2862          1.5762         0.26956E-04     0.66640E-07    -0.66057E-01
            953              57     0.22430         0.89688         0.92978         0.22880E-04     0.57712E-07    -0.66057E-01
            954              57      2.6625          1.6938          2.1580         0.97159E-05     0.29761E-03    -0.66057E-01
            955              57      11.166         0.22813         0.93147         0.38505E-04     0.82353E-02    -0.66057E-01
            956              57      9.7997         0.24643         0.93687         0.57910E-04     0.78454E-02    -0.66057E-01
            957              57     0.70210E-01     0.21016         0.59117         0.15111E-05      0.0000        -0.66057E-01
            958              57      2.9587          1.3564          1.9786         0.12789E-04     0.15542E-03    -0.66057E-01
            959              57      4.1095          1.4370          1.8317         0.69100E-04     0.18411E-02    -0.66057E-01
            960              57      3.6512          1.9428          2.2115         0.63865E-05     0.90957E-03    -0.66057E-01
            961              57      35.537         0.10260          1.0113         0.88167E-04     0.10658E-02    -0.66057E-01
            962              57     0.29879          1.0222         0.97391         0.20416E-05     0.25810E-07    -0.66057E-01
            963              57     0.71294         0.51884         0.79462         0.55616E-02     0.16067E-05    -0.66057E-01
            964              57      18.125         0.12643         0.79575         0.56169E-04     0.49159E-03    -0.66057E-01
            965              57      3.2061          1.1715          1.7804         0.14172E-04     0.64442E-04    -0.66057E-01
            966              57     0.66644         0.37637         0.71887         0.33492E-04     0.23897E-04    -0.66057E-01
            967              57      5.6991         0.83227          1.3611         0.14400E-03     0.25564E-03    -0.66057E-01
            968              58     0.78906          1.7095          1.8187         0.20343E-04     0.43750E-06     0.60787E-01
            969              58      3.5699          3.2299          2.6120         0.20386E-01     0.89132E-03     0.60787E-01
            970              58      2.2490          1.0599          1.2352         0.97557E-04     0.30059E-02     0.60787E-01
            971              58     0.26458          1.3549          1.0572         0.17269E-03     0.29802E-07     0.60787E-01
            972              58     0.16543         0.97351         0.95218         0.53442E-05     0.25810E-07     0.60787E-01
            973              58      13.105         0.19809         0.90443         0.40388E-04     0.23709E-02     0.60787E-01
            974              58      31.680         0.10461          1.0788         0.10574E-03     0.18522E-02     0.60787E-01
            975              58     0.75280E-01     0.25437         0.62599         0.15283E-05     0.21073E-07     0.60787E-01
            976              58      7.4074         0.48458          1.1415         0.40160E-04     0.85683E-02     0.60787E-01
            977              58      2.8365          4.0560          2.7008         0.23640E-04     0.59149E-04     0.60787E-01
            978              58      16.759         0.13421         0.77904         0.43740E-04     0.56813E-02     0.60787E-01
            979              58      27.100         0.10781          1.3118         0.65478E-04     0.58692E-03     0.60787E-01
            980              58      1.2924          1.6909          1.8262         0.44946E-04     0.52009E-04     0.60787E-01
            981              58     0.12966         0.53392         0.79229         0.48719E-05     0.14901E-07     0.60787E-01
            982              58     0.63752E-01     0.19503         0.60450         0.12213E-05     0.69893E-07     0.60787E-01
            983              58     0.42779          2.5457          2.3766         0.75576E-04     0.64953E-07     0.60787E-01
            984              58      19.796         0.11707         0.73388         0.48176E-04     0.49771E-02     0.60787E-01
            985              58      5.0934          1.6703          1.7162         0.28193E-02     0.14376E-03     0.60787E-01
            986              58      18.508         0.12430         0.78996         0.45685E-04     0.36220E-03     0.60787E-01
            987              59      3.3303         0.77101          1.2750         0.22185E-05     0.27564E-02     0.53960E-01
            988              59      1.7611         0.44229         0.85194         0.12729E-04     0.17265E-02     0.53960E-01
            989              59      18.311         0.10401         0.82356         0.59762E-04     0.16054E-02     0.53960E-01
            990              59     0.10867         0.19519         0.57762         0.90426E-06     0.35248E-05     0.53960E-01
            991              59      4.2151         0.57099          1.1842         0.18851E-04     0.75876E-02     0.53960E-01
            992              59      11.215         0.14132         0.84158         0.41061E-04     0.78959E-02     0.53960E-01
            993              59      12.879         0.12123         0.78068         0.44745E-04     0.37881E-02     0.53960E-01
            994              59      20.554         0.10639          1.0328         0.65238E-04     0.27186E-02     0.53960E-01
            995              59     0.78468E-01     0.15687         0.53619         0.27101E-05     0.72861E-05     0.53960E-01
            996              59      32.355         0.10069         0.86488         0.79774E-04     0.22052E-02     0.53960E-01
            997              59     0.18888         0.27428         0.64300         0.28036E-05     0.83574E-04     0.53960E-01
            998              59      5.8323         0.28158         0.93386         0.22974E-04     0.59519E-02     0.53960E-01
            999              59      30.736         0.10090         0.89978         0.75178E-04     0.92968E-02     0.53960E-01
           1000              59      1.5379         0.49861         0.78660         0.95881E-03     0.41802E-02     0.53960E-01
           1001              59      1.9586         0.40234         0.79259         0.19971E-04     0.50878E-02     0.53960E-01
           1002              59     0.24012         0.33095         0.68265         0.35398E-05     0.60542E-04     0.53960E-01
           1003              59     0.94408         0.57043         0.81817         0.20738E-05     0.15600E-02     0.53960E-01
