 planet number, system id,  a [AU],   M [Mearth],  R [Rearth],  ecc,   inc,  stellar [Fe/H]      
           5032             300     0.20731         0.31217         0.66984         0.25053E-05     0.18883E-03     0.10335    
           5033             300     0.42446         0.34597         0.69857         0.11105E-04     0.48124E-03     0.10335    
           5034             300      1.1509         0.58392         0.94310         0.71456E-05     0.16488E-03     0.10335    
           5035             300      2.0293         0.40252         0.79011         0.13491E-04     0.53667E-02     0.10335    
           5036             300      38.881         0.10015         0.74798         0.96464E-04     0.19379E-02     0.10335    
           5037             300      9.2060         0.15974         0.79179         0.38698E-04     0.29006E-02     0.10335    
           5038             300     0.13995         0.23414         0.61196         0.78821E-06     0.14806E-03     0.10335    
           5039             300      1.6749         0.49283         0.90883         0.72692E-05     0.41343E-02     0.10335    
           5040             300     0.44983         0.33255         0.69006         0.12428E-04     0.49573E-03     0.10335    
           5041             300      3.1887         0.93849          1.3775         0.52030E-04     0.63699E-02     0.10335    
           5042             300     0.24821         0.36150         0.70230         0.50515E-05     0.97490E-04     0.10335    
           5043             300      2.1635         0.36445         0.71324         0.13928E-04     0.30420E-02     0.10335    
           5044             300     0.61305E-01     0.13150         0.54305         0.87124E-06     0.32503E-04     0.10335    
           5045             300     0.93989         0.61584         0.83776         0.52823E-05     0.17235E-03     0.10335    
           5046             300      11.893         0.13227         0.81450         0.28195E-03     0.17221E-03     0.10335    
           5047             300      7.4985         0.17344         0.74953         0.32667E-04     0.88929E-02     0.10335    
           5048             300      10.585         0.14425         0.82763         0.45038E-04     0.18255E-02     0.10335    
           5049             301      4.1270          11987.          9.7495         0.31452E-01     0.71557E-06     0.38022E-01
           5050             301     0.44494E-01      3.8123          1.4310         0.27582         0.44407E-03     0.38022E-01
           5051             301      9.5543          5.7999          5.9181         0.39156E-01     0.15647E-05     0.38022E-01
           5052             301     0.14603          10.578          2.4327         0.27317         0.73535E-05     0.38022E-01
           5053             301     0.76316E-01      5.6547          1.5874         0.20746         0.69642E-03     0.38022E-01
           5054             301      1.1006          3404.3          11.367         0.33435         0.70431E-06     0.38022E-01
           5055             302     0.22394         0.36156         0.70117         0.42938E-05     0.38320E-04    -0.99432E-02
           5056             302     0.30030          1.0607         0.98071         0.45559E-05     0.96766E-06    -0.99432E-02
           5057             302     0.85163         0.59697          1.0378         0.18113E-04     0.11862E-03    -0.99432E-02
           5058             302     0.23724         0.35846         0.69935         0.17806E-05     0.34382E-04    -0.99432E-02
           5059             302      1.5571          1.0149          1.2489         0.86097E-05     0.14103E-02    -0.99432E-02
           5060             302      2.2510         0.61249         0.91942         0.10861E-04     0.22647E-04    -0.99432E-02
           5061             302     0.11390         0.34504         0.69139         0.31563E-05     0.19788E-05    -0.99432E-02
           5062             302      2.6365         0.47596         0.77511         0.11169E-02     0.11771E-02    -0.99432E-02
           5063             302      9.2273         0.19816         0.78722         0.27236E-04     0.93722E-02    -0.99432E-02
           5064             302      7.0207         0.30361         0.90833         0.18598E-04     0.11036E-02    -0.99432E-02
           5065             302     0.48086          1.0673          1.3727         0.14592E-03     0.82725E-06    -0.99432E-02
           5066             302      1.9933         0.74618          1.0020         0.53094E-05     0.18353E-02    -0.99432E-02
           5067             302     0.42711         0.27912         0.65289         0.18840E-04     0.11690E-04    -0.99432E-02
           5068             302     0.41239         0.28839         0.65918         0.16058E-04     0.51035E-04    -0.99432E-02
           5069             302      8.3386         0.22764         0.82239         0.27936E-04     0.88970E-02    -0.99432E-02
           5070             302     0.67804          1.3081          1.6922         0.18623E-01     0.39338E-05    -0.99432E-02
           5071             302     0.38483         0.29748         0.66448         0.28147E-04     0.61838E-04    -0.99432E-02
           5072             302     0.13096         0.23241         0.61059         0.35835E-05     0.20177E-04    -0.99432E-02
           5073             302      26.907         0.10906          1.1621         0.59935E-04     0.22208E-02    -0.99432E-02
           5074             302      19.586         0.11994         0.72285         0.44895E-04     0.57906E-02    -0.99432E-02
           5075             303      7.2203         0.29406         0.96302         0.30812E-04     0.88890E-02     0.87900E-01
           5076             303     0.10391         0.24325         0.61943         0.21835E-05     0.19976E-05     0.87900E-01
           5077             303      1.2911         0.81746          1.2382         0.90279E-05     0.86357E-03     0.87900E-01
           5078             303     0.63499         0.70666         0.87386         0.14877E-01     0.39592E-04     0.87900E-01
           5079             303      16.042         0.11553         0.78600         0.61363E-04     0.50547E-02     0.87900E-01
           5080             303     0.13759         0.20789         0.58936         0.32028E-05     0.32422E-04     0.87900E-01
           5081             303     0.12283         0.25971         0.63243         0.14773E-04     0.78692E-05     0.87900E-01
           5082             303      9.5721         0.19555         0.85576         0.37513E-04     0.11197E-02     0.87900E-01
           5083             303      1.8860         0.62398          1.0111         0.15154E-04     0.19026E-02     0.87900E-01
           5084             303      3.7089          1.5035          1.7296         0.24919E-04     0.38351E-02     0.87900E-01
           5085             303      12.969         0.14732         0.85736         0.62524E-04     0.29391E-02     0.87900E-01
           5086             303      2.7205          1.6288          1.9721         0.26404E-05     0.17681E-02     0.87900E-01
           5087             303     0.76132E-01     0.18177         0.56134         0.24867E-06     0.23702E-06     0.87900E-01
           5088             303     0.51324         0.73186         0.88183         0.16968E-04     0.13207E-04     0.87900E-01
           5089             303      8.9021         0.21376         0.87422         0.35104E-04     0.88216E-02     0.87900E-01
           5090             303      6.2705         0.29598         0.86178         0.58388E-04     0.69447E-02     0.87900E-01
           5091             303     0.44917         0.28505         0.65745         0.50625E-05     0.58657E-04     0.87900E-01
           5092             303     0.33891         0.73830         0.88085         0.51280E-05     0.96731E-06     0.87900E-01
           5093             303     0.40000         0.39348         0.72728         0.26231E-05     0.74338E-04     0.87900E-01
           5094             303     0.58328E-01     0.13095         0.54241         0.33403E-06     0.14823E-04     0.87900E-01
           5095             304     0.34583         0.46088         0.76140         0.41852E-05     0.15246E-03     0.12832    
           5096             304      34.412         0.10037         0.80706         0.64923E-04     0.73236E-05     0.12832    
           5097             304     0.44119         0.54182         0.80353         0.15720E-04     0.10246E-03     0.12832    
           5098             304      1.9159         0.44757         0.86299         0.33645E-05     0.42396E-02     0.12832    
           5099             304     0.96685         0.46118         0.76592         0.90917E-04     0.15861E-02     0.12832    
           5100             304     0.16432         0.26178         0.63335         0.77650E-05     0.13971E-03     0.12832    
           5101             304      4.1714         0.66943          1.2675         0.92830E-05     0.78563E-02     0.12832    
           5102             304      6.0225         0.22770         0.75956         0.13113E-04     0.60889E-02     0.12832    
           5103             304     0.61447         0.61374         0.83610         0.47912E-05     0.12536E-03     0.12832    
           5104             304      1.0254         0.42871         0.74866         0.27859E-04     0.18048E-02     0.12832    
           5105             304      2.2372         0.37061         0.71698         0.86748E-05     0.23119E-02     0.12832    
           5106             304     0.10870         0.20226         0.58415         0.25067E-05     0.12737E-03     0.12832    
           5107             304      3.2622          1.0027          1.4705         0.19079E-04     0.25874E-02     0.12832    
           5108             304      2.5126         0.30837         0.67670         0.83257E-05     0.57858E-02     0.12832    
           5109             304      22.338         0.10302          1.1842         0.54226E-04     0.94005E-02     0.12832    
           5110             304      4.4790         0.56216          1.2000         0.38850E-04     0.22192E-02     0.12832    
           5111             304      6.9106         0.24055         0.90954         0.29215E-04     0.50512E-02     0.12832    
           5112             304      15.387         0.10805         0.79135         0.44842E-04     0.27823E-02     0.12832    
           5113             304      2.9120          1.2115          1.6298         0.12045E-04     0.48224E-02     0.12832    
           5114             304     0.28858         0.40990         0.73223         0.13937E-05     0.57365E-04     0.12832    
           5115             305     0.32703E-01      1.2669          1.0430         0.37309E-03     0.53665E-06     0.97308E-01
           5116             305     0.87845E-01      277.62          11.563         0.13461E-02     0.16391E-06     0.97308E-01
           5117             305     0.43138          153.97          11.475         0.55934E-01     0.58893E-06     0.97308E-01
           5118             305      2.0650          256.91          11.476         0.12919E-02     0.84294E-07     0.97308E-01
           5119             305     0.44260E-01      2.2917          1.2319         0.42969E-03     0.38078E-06     0.97308E-01
           5120             305     0.70032E-01      8.0352          2.4729         0.12476E-01     0.16323E-06     0.97308E-01
           5121             305      30.052         0.22970         0.93930         0.16768E-02     0.39611E-02     0.97308E-01
           5122             305      3.6150          71.777          10.099         0.31519E-02     0.19769E-06     0.97308E-01
           5123             305     0.68578          217.24          11.173         0.91115E-01     0.32952E-06     0.97308E-01
           5124             305     0.52066E-01      1.1072         0.99255         0.37140E-01     0.13160E-06     0.97308E-01
           5125             305     0.16533          15.812          4.3649         0.18861E-02     0.40727E-06     0.97308E-01
           5126             305      8.2431          16.856          4.5885         0.58788E-03     0.19852E-04     0.97308E-01
           5127             305      26.136         0.30623         0.99878         0.12340E-02     0.42583E-02     0.97308E-01
           5128             306      2.5055         0.16561         0.55588         0.14982E-04     0.38533E-02    -0.75762E-01
           5129             306     0.84515E-01     0.12625         0.50112         0.40535E-06     0.61011E-03    -0.75762E-01
           5130             306      11.348         0.10829         0.75790         0.42157E-04     0.76291E-02    -0.75762E-01
           5131             306      5.9116         0.15694         0.67567         0.21267E-04     0.69298E-02    -0.75762E-01
           5132             306      22.993         0.10125         0.99391         0.69242E-04     0.52994E-02    -0.75762E-01
           5133             306      1.8883         0.20182         0.59206         0.10525E-04     0.23464E-02    -0.75762E-01
           5134             306     0.12737         0.14302         0.52310         0.58483E-05     0.11996E-02    -0.75762E-01
           5135             306      21.717         0.10161          1.0429         0.70174E-04     0.16793E-03    -0.75762E-01
           5136             306      3.1650         0.26697         0.78506         0.21188E-04     0.57747E-02    -0.75762E-01
           5137             306     0.64915         0.24365         0.62674         0.53692E-05     0.37745E-02    -0.75762E-01
           5138             306      12.730         0.10482         0.76259         0.53343E-04     0.40172E-02    -0.75762E-01
           5139             306      3.6727         0.23237         0.76270         0.15645E-04     0.44654E-02    -0.75762E-01
           5140             306      7.8450         0.12938         0.74610         0.35215E-04     0.24725E-02    -0.75762E-01
           5141             306     0.19010         0.16255         0.54500         0.36723E-05     0.19066E-03    -0.75762E-01
           5142             306     0.72237E-01     0.11950         0.49760         0.50883E-06     0.40132E-03    -0.75762E-01
           5143             306     0.71254         0.24217         0.62579         0.90226E-05     0.39172E-02    -0.75762E-01
           5144             306      1.4457         0.23589         0.62196         0.53970E-05     0.59143E-02    -0.75762E-01
           5145             306     0.43404         0.21997         0.60575         0.14002E-05     0.15037E-02    -0.75762E-01
           5146             306      1.0164         0.25292         0.63439         0.17598E-04     0.43516E-02    -0.75762E-01
           5147             306     0.16845         0.15571         0.53718         0.19714E-05     0.76511E-03    -0.75762E-01
           5148             307      6.5356          1.0832          1.5922         0.38875E-04     0.57233E-02     0.44320E-01
           5149             307      12.580         0.32786          1.0563         0.26864E-04     0.22271E-02     0.44320E-01
           5150             307     0.95524         0.73374          1.2005         0.25039E-05     0.11720E-05     0.44320E-01
           5151             307     0.10109         0.46751         0.76069         0.73095E-05     0.25810E-07     0.44320E-01
           5152             307     0.67596         0.72463          1.0168         0.11047E-04     0.17314E-06     0.44320E-01
           5153             307      11.945         0.32254          1.0551         0.39327E-04     0.90260E-02     0.44320E-01
           5154             307      27.942         0.10822         0.88327         0.58855E-04     0.69678E-02     0.44320E-01
           5155             307      25.247         0.11321         0.84498         0.42334E-04     0.28613E-02     0.44320E-01
           5156             307     0.20716          2.1016          1.2085         0.66737E-04     0.78849E-07     0.44320E-01
           5157             307      39.291         0.10305         0.99314         0.58805E-04     0.29491E-02     0.44320E-01
           5158             307     0.73809         0.94860          1.3250         0.10109E-04     0.20968E-06     0.44320E-01
           5159             307      33.708         0.10990          1.1654         0.54871E-04     0.46479E-02     0.44320E-01
           5160             307      1.8158          4.9858          2.9026         0.42435E-04     0.83752E-06     0.44320E-01
           5161             307     0.12454         0.79960         0.89707         0.59738E-03     0.33320E-07     0.44320E-01
           5162             307      4.8073          3.9357          2.4314         0.18597E-04     0.10832E-02     0.44320E-01
           5163             307     0.78953E-01     0.71877         0.86791         0.73752E-05     0.33320E-07     0.44320E-01
           5164             307     0.32948          2.2424          2.1617         0.13620E-02     0.68286E-07     0.44320E-01
           5165             307      6.2156          1.3958          1.6912         0.27542E-04     0.23229E-02     0.44320E-01
           5166             307     0.13266         0.71864         0.86900         0.15434E-02     0.36500E-07     0.44320E-01
           5167             308     0.61428          2.7263          2.5654         0.37067E-01     0.10106E-06     0.11241    
           5168             308     0.10017          1.9679          1.1794         0.21081E-02     0.53193E-05     0.11241    
           5169             308     0.42401E-01      4.0261          1.4622         0.92149E-02     0.65999E-03     0.11241    
           5170             308     0.16177          8.5331          3.9232         0.17380E-01     0.18097E-05     0.11241    
           5171             308     0.40318E-01      1.7453          1.1327         0.21077E-01     0.14908E-02     0.11241    
           5172             308      26.316          1.2223          1.5024         0.73209E-03     0.55077E-02     0.11241    
           5173             308      23.122          1.8570          1.7174         0.80368E-03     0.20530E-02     0.11241    
           5174             308     0.29017          2275.7          11.957         0.13610E-01     0.13244E-06     0.11241    
           5175             308     0.68252E-01      4.6091          1.5018         0.25131E-01     0.56205E-04     0.11241    
           5176             309      12.760          14.181          3.6753         0.18773E-02     0.50740E-03     0.27039    
           5177             309      1.8818          3005.6          11.541         0.13340E-01     0.63012E-05     0.27039    
           5178             309     0.33897E-01      2.2638          1.2469         0.13205E-02     0.12669E-04     0.27039    
           5179             309     0.13195          52.534          7.9603         0.43217E-01     0.62989E-05     0.27039    
           5180             309     0.84444E-01      3.0570          1.3385         0.36884E-02     0.75672E-04     0.27039    
           5181             309     0.69802          2330.8          11.815         0.18507E-01     0.59054E-05     0.27039    
           5182             309      33.200         0.88839          1.3608         0.15266E-02     0.25363E-02     0.27039    
           5183             309     0.41088E-01      9.7891          1.8392         0.14535E-02     0.62863E-05     0.27039    
           5184             310     0.11371          5.2286          2.4020         0.48005E-02     0.11904E-03     0.32732    
           5185             310      3.5835          1307.1          12.024         0.33610E-01     0.11679E-04     0.32732    
           5186             310     0.85767          905.98          11.329         0.31065         0.56227E-04     0.32732    
           5187             310     0.17790          2.6523          1.5908         0.18258E-02     0.50543E-04     0.32732    
           5188             310      32.185         0.75963          1.5830         0.74442E-02     0.70272E-02     0.32732    
           5189             310     0.22082          3.8571          1.8903         0.28556E-01     0.13755E-03     0.32732    
           5190             310     0.53513E-01     0.92705         0.95884         0.10741E-01     0.99009E-04     0.32732    
           5191             310      10.808          15.313          5.0383         0.20775E-02     0.45923E-03     0.32732    
           5192             311     0.10041         0.29455         0.65794         0.31865E-02     0.24321E-05     0.38616    
           5193             311      2.5878          9.9495          3.2211         0.12334E-01     0.42924E-02     0.38616    
           5194             311     0.87130          4.8132          2.5076         0.32418E-04     0.42710E-05     0.38616    
           5195             311     0.10610         0.28428         0.65074         0.16701E-02     0.17852E-05     0.38616    
           5196             311      34.980         0.10091         0.88294         0.11337E-03     0.31623E-02     0.38616    
           5197             311      20.762         0.11783          1.5546         0.82544E-04     0.15449E-02     0.38616    
           5198             311     0.56915E-01     0.15129         0.56807         0.70531E-05     0.27415E-05     0.38616    
           5199             311      3.1627         0.85201          1.2229         0.14509         0.41146E-01     0.38616    
           5200             311      25.116         0.10518          1.2112         0.10328E-03     0.92950E-02     0.38616    
           5201             311     0.75441E-01     0.29891         0.65873         0.87325E-05     0.40699E-06     0.38616    
           5202             311     0.93025E-01     0.30088         0.66246         0.24397E-02     0.38654E-05     0.38616    
           5203             311      18.167         0.11889         0.77963         0.14085E-03     0.10535E-02     0.38616    
           5204             311     0.15626          1.5867          1.1027         0.58182E-02     0.55033E-06     0.38616    
           5205             311      2.2458         0.79068          1.1959         0.40806E-01     0.78453E-02     0.38616    
           5206             311      4.1610          6.3184          2.7253         0.11500E-01     0.14002E-02     0.38616    
           5207             311     0.25263          5.0846          2.8427         0.76834E-02     0.10597E-05     0.38616    
           5208             311      11.398         0.21891         0.85156         0.58676E-04     0.43714E-02     0.38616    
           5209             311     0.66551E-01     0.26545         0.64398         0.70879E-05     0.54649E-06     0.38616    
           5210             312     0.18532E-01     0.85913E-01     0.47494         0.27753E-03     0.57885E-06    -0.20120    
           5211             312     0.74183E-01      8.1180          4.6215         0.20744E-03     0.55595E-06    -0.20120    
           5212             312      19.788         0.58054          1.1751         0.20040E-02     0.71009E-03    -0.20120    
           5213             312     0.96310          391.35          11.902         0.27075E-02     0.57693E-06    -0.20120    
           5214             312      11.182          3.9640          2.3289         0.72793E-04     0.23147E-02    -0.20120    
           5215             312      15.224         0.97932          1.3870         0.71531E-04     0.11175E-02    -0.20120    
           5216             312     0.34543          204.38          11.781         0.96477E-03     0.58210E-06    -0.20120    
           5217             313     0.63593E-01      1.6088          1.1088         0.41315E-01     0.16796         0.21095    
           5218             313     0.51168          2141.8          11.916         0.29126         0.11078         0.21095    
           5219             313     0.10153          2.9965          1.3284         0.62441E-01     0.20425         0.21095    
           5220             313      37.013         0.84494          1.7227         0.59412E-01     0.55064E-02     0.21095    
           5221             313      14.923          1.2495          2.6581         0.30925E-01     0.41887E-01     0.21095    
           5222             313      3.1155          2091.0          11.796         0.18109         0.31233E-01     0.21095    
           5223             313     0.39297E-01      4.7851          1.5247         0.38091E-01     0.36598E-01     0.21095    
           5224             314     0.10715          1.7668          1.1389         0.11350E-03     0.14901E-07     0.13770    
           5225             314      2.2321          4.2180          4.1106         0.42573E-04     0.37874E-06     0.13770    
           5226             314      22.688         0.13744         0.73158         0.63490E-04     0.82049E-02     0.13770    
           5227             314      7.4863          2.0462          1.8406         0.19342E-04     0.60496E-02     0.13770    
           5228             314     0.57716E-01     0.42819         0.75482         0.69048E-05     0.29802E-07     0.13770    
           5229             314     0.67264E-01     0.29643         0.65886         0.82699E-05     0.21073E-07     0.13770    
           5230             314      1.8303          4.2390          3.8141         0.18430E-02     0.19141E-06     0.13770    
           5231             314      10.276         0.53988          1.1525         0.23518E-04     0.12495E-02     0.13770    
           5232             314     0.24729          4.3197          3.1586         0.11403E-01     0.29802E-07     0.13770    
           5233             314      21.120         0.14921         0.74549         0.52346E-04     0.42908E-02     0.13770    
           5234             314     0.11317         0.91078         0.93386         0.18007E-04      0.0000         0.13770    
           5235             314     0.66328          15.069          6.4194         0.15640E-05     0.13328E-06     0.13770    
           5236             314      1.7541          1.8650          2.6111         0.45673E-02     0.65277E-06     0.13770    
           5237             314     0.17970          1.0760         0.98883         0.91630E-02     0.14901E-07     0.13770    
           5238             314     0.39934          3.2341          2.9065         0.33905E-03     0.39425E-07     0.13770    
           5239             314      19.164         0.17438         0.83412         0.37278E-04     0.14773E-02     0.13770    
           5240             314      27.276         0.13767          1.6324         0.59560E-04     0.59789E-04     0.13770    
           5241             314     0.15576          1.3616          1.0574         0.37065E-04     0.21073E-07     0.13770    
           5242             315     0.82785         0.30021         0.66968         0.14704E-04     0.43855E-03    -0.29149    
           5243             315      2.5092         0.19525         0.58572         0.45596E-04     0.42599E-02    -0.29149    
           5244             315      38.857         0.10050         0.81712         0.10002E-03     0.85430E-02    -0.29149    
           5245             315      1.2566         0.28482         0.65889         0.10316E-04     0.69183E-03    -0.29149    
           5246             315     0.21644         0.16318         0.54557         0.62068E-05     0.12822E-03    -0.29149    
           5247             315      3.0073         0.42767         0.90840         0.16291E-05     0.37122E-02    -0.29149    
           5248             315     0.19601         0.18580         0.56849         0.48984E-05     0.75853E-04    -0.29149    
           5249             315     0.97996         0.29747         0.66771         0.54251E-06     0.10726E-02    -0.29149    
           5250             315      6.5686         0.15568         0.67363         0.28645E-04     0.84768E-02    -0.29149    
           5251             315      2.6349         0.20504         0.63620         0.61950E-05     0.37253E-02    -0.29149    
           5252             315     0.66617E-01     0.12142         0.52923         0.79885E-06     0.37912E-04    -0.29149    
           5253             315     0.58420E-01     0.11269         0.51689         0.59465E-06     0.55767E-05    -0.29149    
           5254             315     0.13971         0.16218         0.54460         0.20546E-05     0.79808E-05    -0.29149    
           5255             315      1.5485         0.26716         0.64696         0.80471E-04     0.13549E-03    -0.29149    
           5256             315      3.4426         0.37758         0.87374         0.75468E-05     0.67377E-02    -0.29149    
           5257             315      4.6269         0.24361         0.77564         0.20003E-04     0.11081E-02    -0.29149    
           5258             315     0.12010         0.15420         0.53612         0.26545E-05     0.63875E-04    -0.29149    
           5259             315      8.2451         0.13357         0.64377         0.34179E-04     0.84544E-02    -0.29149    
           5260             315      3.9237         0.31792         0.84328         0.15360E-04     0.69279E-02    -0.29149    
           5261             315     0.53764         0.28304         0.65601         0.30808E-05     0.23688E-04    -0.29149    
           5262             316      3.6895          9.3390          4.6804         0.65094E-03     0.75241E-03    -0.95436E-01
           5263             316     0.16549          1.1921          1.0160         0.14867E-04     0.11250E-06    -0.95436E-01
           5264             316      2.2826         0.55871          1.2731         0.12575E-01     0.55299E-02    -0.95436E-01
           5265             316     0.18177         0.44610         0.75515         0.16254E-04     0.19769E-06    -0.95436E-01
           5266             316      5.8496          3.4388          2.2854         0.25626E-01     0.20069E-02    -0.95436E-01
           5267             316      8.5672         0.66662          1.2652         0.76076E-04     0.52662E-02    -0.95436E-01
           5268             316      31.902         0.11103         0.88469         0.97881E-04     0.67894E-02    -0.95436E-01
           5269             316     0.13338          1.5137          1.0874         0.41253E-05     0.95414E-07    -0.95436E-01
           5270             316     0.28856          2.7647          2.4837         0.10966E-01     0.19936E-06    -0.95436E-01
           5271             316      2.3799         0.70322          1.4360         0.10112E-01     0.32027E-02    -0.95436E-01
           5272             316     0.60723E-01     0.35166         0.70034         0.30197E-04     0.49422E-07    -0.95436E-01
           5273             316     0.78588E-01     0.53159         0.79133         0.97654E-02     0.57712E-07    -0.95436E-01
           5274             316     0.50065E-01     0.15052         0.56737         0.70803E-05     0.59605E-07    -0.95436E-01
           5275             316     0.47487          1.6896          1.8963         0.12544E-03     0.76069E-06    -0.95436E-01
           5276             316     0.59908          1.0383          1.4770         0.52840E-04     0.50576E-06    -0.95436E-01
           5277             316     0.75394          11.754          6.1561         0.10453E-01     0.74177E-06    -0.95436E-01
           5278             317     0.65887E-01     0.13752         0.51152         0.36321E-05      0.0000        -0.11279    
           5279             317     0.55505E-01     0.12556         0.53522         0.17328E-01      0.0000        -0.11279    
           5280             317     0.91745E-01     0.40855         0.72884         0.18704E-01      0.0000        -0.11279    
           5281             317     0.15560         0.37091         0.70669         0.72567E-05      0.0000        -0.11279    
           5282             317      1.1223          1.6409          1.9058         0.15791E-04     0.45989E-05    -0.11279    
           5283             317      17.746         0.14820         0.74841         0.77065E-04     0.26377E-02    -0.11279    
           5284             317      27.911         0.12135          1.5862         0.79846E-04     0.87835E-02    -0.11279    
           5285             317     0.53011E-01     0.14934         0.56584         0.49954E-02      0.0000        -0.11279    
           5286             317      1.7848          1.4779          1.5634         0.13452E-01     0.76284E-04    -0.11279    
           5287             317      8.2390         0.46496          1.1331         0.43505E-02     0.38789E-04    -0.11279    
           5288             317     0.10812         0.30085         0.66262         0.28133E-05      0.0000        -0.11279    
           5289             317      13.230         0.22957         0.93109         0.20568E-02     0.65004E-02    -0.11279    
           5290             317     0.57797E-01     0.14651         0.53837         0.54868E-02      0.0000        -0.11279    
           5291             317      4.9493          2.3915          2.0985         0.15877E-04     0.11925E-02    -0.11279    
           5292             317      2.4991         0.92176          1.2365         0.17262E-04     0.13000E-02    -0.11279    
           5293             317      2.0889         0.76684          1.3375         0.17299E-04     0.64045E-03    -0.11279    
           5294             317     0.16447         0.37778         0.71083         0.12234E-04      0.0000        -0.11279    
           5295             317      15.052         0.18169         0.84651         0.67797E-04     0.65255E-02    -0.11279    
           5296             317     0.18343         0.30819         0.66710         0.19237E-05     0.14901E-07    -0.11279    
           5297             317     0.40555          4.3687          2.4347         0.25544E-04      0.0000        -0.11279    
           5298             318      27.599         0.11146          1.2958         0.82557E-04     0.36194E-02    -0.92062E-01
           5299             318      7.5465         0.27166         0.94049         0.25751E-04     0.69109E-02    -0.92062E-01
           5300             318      1.0382          1.0503          1.3921         0.66051E-03     0.44949E-04    -0.92062E-01
           5301             318      2.6064          1.1047          1.5472         0.61090E-05     0.15554E-02    -0.92062E-01
           5302             318      5.7075         0.52896          1.1621         0.15463E-04     0.18360E-02    -0.92062E-01
           5303             318      13.225         0.17176         0.90748         0.52529E-04     0.76841E-02    -0.92062E-01
           5304             318     0.41274          1.1047         0.99875         0.17383E-03     0.78849E-07    -0.92062E-01
           5305             318     0.16318         0.41007         0.72932         0.16215E-05     0.29200E-06    -0.92062E-01
           5306             318     0.64374          1.1813          1.5753         0.86261E-04     0.72940E-06    -0.92062E-01
           5307             318      3.9384          1.5881          1.8383         0.26942E-04     0.11332E-02    -0.92062E-01
           5308             318     0.19960         0.37023         0.70655         0.27010E-05     0.20594E-06    -0.92062E-01
           5309             318     0.62722E-01     0.14729         0.56308         0.17185E-05     0.19372E-06    -0.92062E-01
           5310             318      22.547         0.10749         0.85315         0.76136E-04     0.78988E-02    -0.92062E-01
           5311             318     0.23222         0.19249         0.57496         0.49101E-05     0.17416E-04    -0.92062E-01
           5312             318     0.56542E-01     0.12774         0.53816         0.15189E-05     0.27396E-06    -0.92062E-01
           5313             318      20.947         0.11043         0.82938         0.69231E-04     0.90040E-02    -0.92062E-01
           5314             318     0.25907         0.47769         0.76713         0.57355E-02     0.22352E-06    -0.92062E-01
           5315             318      2.3652         0.50471         0.91219         0.21640E-05     0.15760E-02    -0.92062E-01
           5316             318     0.68484E-01     0.14349         0.51616         0.19575E-05     0.19429E-06    -0.92062E-01
           5317             318      1.9629         0.64187          1.0932         0.53831E-05     0.58622E-03    -0.92062E-01
           5318             319      7.9984         0.59323          1.2047         0.11503E-01     0.12188E-02    -0.78509E-01
           5319             319     0.20080          1.5472          1.0994         0.12353E-01     0.44704E-07    -0.78509E-01
           5320             319     0.53270         0.83021         0.91850         0.33515E-04     0.15123E-06    -0.78509E-01
           5321             319     0.12649         0.92390         0.93742         0.13430E-04     0.44704E-07    -0.78509E-01
           5322             319      19.624         0.14996         0.77131         0.78023E-04     0.63958E-02    -0.78509E-01
           5323             319     0.57523          1.0918          1.5194         0.27428E-04     0.16727E-06    -0.78509E-01
           5324             319      12.171         0.24281         0.88101         0.24181E-04     0.34290E-02    -0.78509E-01
           5325             319      15.762         0.18050         0.78412         0.53215E-04     0.83183E-02    -0.78509E-01
           5326             319      3.2779          7.5693          3.3364         0.49988E-04     0.30159E-04    -0.78509E-01
           5327             319      10.399         0.26691         0.90096         0.41167E-04     0.56699E-02    -0.78509E-01
           5328             319      28.425         0.11602         0.80919         0.57091E-04     0.49249E-02    -0.78509E-01
           5329             319     0.58053E-01     0.23189         0.64817         0.38447E-05     0.53727E-07    -0.78509E-01
           5330             319     0.28949          2.3858          1.9903         0.27996E-04     0.77429E-07    -0.78509E-01
           5331             319      1.1473          3.0420          2.5148         0.28530E-04     0.51619E-07    -0.78509E-01
           5332             319     0.11288         0.86099         0.91773         0.12454E-04     0.29802E-07    -0.78509E-01
           5333             319      14.630         0.19371         0.79944         0.32966E-04     0.27656E-02    -0.78509E-01
           5334             319      1.7345          1.3366          1.6025         0.92983E-04     0.46584E-04    -0.78509E-01
           5335             319      4.9286          3.0768          2.1806         0.19479E-03     0.28860E-02    -0.78509E-01
           5336             320      8.6295         0.24674         0.93412         0.16216E-04     0.47031E-02    -0.62740    
           5337             320     0.30327         0.22745         0.60874         0.13788E-04     0.21073E-07    -0.62740    
           5338             320     0.34342         0.53135         0.79796         0.12732E-04      0.0000        -0.62740    
           5339             320     0.70332         0.31700         0.68121         0.94611E-05     0.13803E-05    -0.62740    
           5340             320      2.7715          1.3757          1.8804         0.82941E-05     0.85236E-04    -0.62740    
           5341             320     0.14204         0.29757         0.66004         0.10853E-01      0.0000        -0.62740    
           5342             320     0.23617         0.48704         0.77078         0.56416E-05      0.0000        -0.62740    
           5343             320     0.80415         0.31401         0.67924         0.78289E-04     0.17658E-05    -0.62740    
           5344             320     0.53257E-01     0.12624         0.53621         0.14834E-05      0.0000        -0.62740    
           5345             320      7.6555         0.30207         0.99256         0.11192E-04     0.50881E-04    -0.62740    
